case_number,year,country,activity,sex,fatal,fatal_numerica,month,latitude,hemisphere,season
1935.09.21,1935.0,USA,swimming,M,Y,1,9,37.09024,North,Autumn
1935.09.04,1935.0,PAPUA NEW GUINEA,swimming,M,Y,1,9,-6.314993,South,Spring
1935.08.26,1935.0,AUSTRALIA,,M,Y,1,8,-25.274398,South,Winter
1935.08.13,1935.0,AUSTRALIA,diving,M,Y,1,8,-25.274398,South,Winter
1935.07.05,1935.0,PANAMA,,M,Y,1,7,8.537981,North,Summer
1935.07.01,1935.0,CROATIA,swimming,F,Y,1,7,45.1,North,Summer
1935.06.18,1935.0,USA,fishing,M,N,0,6,37.09024,North,Summer
1935.06.05,1935.0,SOLOMON ISLANDS,fishing,M,Y,1,6,-9.64571,South,Winter
1935.06.00,1935.0,AUSTRALIA,,,N,0,6,-25.274398,South,Winter
1935.06.00,1935.0,PAPUA NEW GUINEA,,,N,0,6,-6.314993,South,Winter
1935.05.12,1935.0,AUSTRALIA,diving,M,N,0,5,-25.274398,South,Autumn
1935.04.08,1935.0,USA,,M,N,0,4,37.09024,North,Spring
1935.03.30,1935.0,AUSTRALIA,diving,M,N,0,3,-25.274398,South,Autumn
1935.03.20,1935.0,AUSTRALIA,,M,N,0,3,-25.274398,South,Autumn
1935.03.13,1935.0,AUSTRALIA,,M,N,0,3,-25.274398,South,Autumn
1935.03.11,1935.0,AUSTRALIA,surfing,M,N,0,3,-25.274398,South,Autumn
1935.03.09,1935.0,AUSTRALIA,swimming,M,Y,1,3,-25.274398,South,Autumn
1935.03.02,1935.0,AUSTRALIA,,M,Y,1,3,-25.274398,South,Autumn
1935.02.14,1935.0,AUSTRALIA,surfing,M,N,0,2,-25.274398,South,Summer
1935.01.24,1935.0,AUSTRALIA,fishing,M,N,0,1,-25.274398,South,Summer
1935.01.24,1935.0,AUSTRALIA,fishing,,N,0,1,-25.274398,South,Summer
1934.12.31,1934.0,AUSTRALIA,,F,N,0,12,-25.274398,South,Summer
1934.12.31,1934.0,AUSTRALIA,swimming,M,Y,1,12,-25.274398,South,Summer
1934.12.23,1934.0,AUSTRALIA,,M,Y,1,12,-25.274398,South,Summer
1934.12.23,1934.0,AUSTRALIA,,M,N,0,12,-25.274398,South,Summer
1934.10.09,1934.0,AUSTRALIA,,F,Y,1,10,-25.274398,South,Spring
1934.10.08,1934.0,BERMUDA,fishing,M,N,0,10,32.321384,North,Autumn
1934.10.02,1934.0,AUSTRALIA,,M,Y,1,10,-25.274398,South,Spring
1934.09.08,1934.0,BERMUDA,fishing,M,N,0,9,32.321384,North,Autumn
1934.08.27,1934.0,ITALY,fishing,M,N,0,8,41.87194,North,Summer
1934.08.26,1934.0,AUSTRALIA,,M,Y,1,8,-25.274398,South,Winter
1934.08.21,1934.0,CROATIA,swimming,F,Y,1,8,45.1,North,Summer
1934.08.05,1934.0,USA,swimming,M,N,0,8,37.09024,North,Summer
1934.06.21,1934.0,AUSTRALIA,fishing,M,N,0,6,-25.274398,South,Winter
1934.06.20,1934.0,USA,,M,Y,1,6,37.09024,North,Summer
1934.04.15,1934.0,AUSTRALIA,surfing,M,N,0,4,-25.274398,South,Autumn
1934.04.01,1934.0,AUSTRALIA,swimming,M,Y,1,4,-25.274398,South,Autumn
1934.03.12,1934.0,AUSTRALIA,swimming,M,Y,1,3,-25.274398,South,Autumn
1934.03.00,1934.0,AUSTRALIA,fishing,,N,0,3,-25.274398,South,Autumn
1934.02.24,1934.0,AUSTRALIA,,M,N,0,2,-25.274398,South,Summer
1934.02.22,1934.0,CHILE,,M,Y,1,2,-35.675147,South,Summer
1934.01.08,1934.0,TURKEY,fishing,M,N,0,1,38.963745,North,Winter
1934.01.27,1934.0,AUSTRALIA,,M,N,0,1,-25.274398,South,Summer
1934.01.07,1934.0,AUSTRALIA,swimming,M,N,0,1,-25.274398,South,Summer
1933.11.20,1933.0,AUSTRALIA,diving,M,Y,1,11,-25.274398,South,Spring
1933.11.18,1933.0,AUSTRALIA,diving,M,N,0,11,-25.274398,South,Spring
1933.10.25,1933.0,AUSTRALIA,diving,M,N,0,10,-25.274398,South,Spring
1933.09.27,1933.0,ISRAEL,fishing,M,N,0,9,31.046051,North,Autumn
1933.08.28,1933.0,USA,fishing,M,N,0,8,37.09024,North,Summer
1933.08.28,1933.0,USA,,M,N,0,8,37.09024,North,Summer
1933.08.26,1933.0,USA,swimming,F,N,0,8,37.09024,North,Summer
1933.07.07,1933.0,USA,,M,N,0,7,37.09024,North,Summer
1933.07.03,1933.0,AUSTRALIA,diving,M,N,0,7,-25.274398,South,Winter
1933.06.21,1933.0,USA,,M,N,0,6,37.09024,North,Summer
1933.06.16,1933.0,USA,,F,N,0,6,37.09024,North,Summer
1933.05.24,1933.0,BARBADOS,,,Y,1,5,13.193887,North,Spring
1933.05.23,1933.0,AUSTRALIA,fishing,M,N,0,5,-25.274398,South,Autumn
1933.06.08,1933.0,AUSTRALIA,,M,N,0,6,-25.274398,South,Winter
1933.05.03,1933.0,CUBA,swimming,M,Y,1,5,21.521757,North,Spring
1933.04.10,1933.0,USA,swimming,M,Y,1,4,37.09024,North,Spring
1933.02.26,1933.0,AUSTRALIA,,M,N,0,2,-25.274398,South,Summer
1933.02.15,1933.0,AUSTRALIA,diving,M,N,0,2,-25.274398,South,Summer
1933.02.14,1933.0,AUSTRALIA,,,N,0,2,-25.274398,South,Summer
1933.02.12,1933.0,AUSTRALIA,fishing,M,N,0,2,-25.274398,South,Summer
1933.01.04,1933.0,AUSTRALIA,swimming,M,Y,1,1,-25.274398,South,Summer
1932.12.11,1932.0,AUSTRALIA,,M,N,0,12,-25.274398,South,Summer
1932.12.09,1932.0,NEW ZEALAND,fishing,M,N,0,12,-40.900557,South,Summer
1932.10.31,1932.0,AUSTRALIA,swimming,M,N,0,10,-25.274398,South,Spring
1932.10.11,1932.0,CAPE VERDE,swimming,M,Y,1,10,16.002082,North,Autumn
1932.09.26,1932.0,FIJI,,M,N,0,9,-16.578193,South,Spring
1932.08.30,1932.0,AUSTRALIA,,M,N,0,8,-25.274398,South,Winter
1932.08.30,1932.0,AUSTRALIA,,M,N,0,8,-25.274398,South,Winter
1932.08.10,1932.0,USA,fishing,M,N,0,8,37.09024,North,Summer
1932.08.09,1932.0,AUSTRALIA,diving,M,N,0,8,-25.274398,South,Winter
1932.08.06,1932.0,BAHAMAS,,M,N,0,8,25.03428,North,Summer
1932.07.02,1932.0,CANADA,,M,N,0,7,56.130366,North,Summer
1932.06.28,1932.0,USA,fishing,M,N,0,6,37.09024,North,Summer
1932.06.26,1932.0,USA,fishing,M,N,0,6,37.09024,North,Summer
1932.06.20,1932.0,FIJI,diving,F,Y,1,6,-16.578193,South,Winter
1932.05.12,1932.0,AUSTRALIA,diving,M,Y,1,5,-25.274398,South,Autumn
1932.05.00,1932.0,AUSTRALIA,diving,M,N,0,5,-25.274398,South,Autumn
1932.04.16,1932.0,PHILIPPINES,,M,Y,1,4,12.879721,North,Spring
1932.04.16,1932.0,PHILIPPINES,,F,Y,1,4,12.879721,North,Spring
1932.02.16,1932.0,USA,swimming,M,N,0,2,37.09024,North,Winter
1932.02.13,1932.0,AUSTRALIA,fishing,M,N,0,2,-25.274398,South,Summer
1932.02.08,1932.0,PHILIPPINES,,M,Y,1,2,12.879721,North,Winter
1932.01.27,1932.0,AUSTRALIA,swimming,M,N,0,1,-25.274398,South,Summer
1932.01.06,1932.0,MEXICO,fishing,M,Y,1,1,23.634501,North,Winter
1931.11.26,1931.0,AUSTRALIA,diving,M,N,0,11,-25.274398,South,Spring
1931.09.27,1931.0,JAMAICA,diving,M,Y,1,9,18.109581,North,Autumn
1931.09.21,1931.0,USA,swimming,M,N,0,9,37.09024,North,Autumn
1931.09.21,1931.0,USA,swimming,F,N,0,9,37.09024,North,Autumn
1931.08.31,1931.0,CUBA,swimming,M,Y,1,8,21.521757,North,Summer
1931.08.27,1931.0,USA,fishing,,N,0,8,37.09024,North,Summer
1931.08.25,1931.0,CUBA,swimming,M,Y,1,8,21.521757,North,Summer
1931.08.23,1931.0,CUBA,swimming,M,Y,1,8,21.521757,North,Summer
1931.08.18,1931.0,USA,swimming,M,N,0,8,37.09024,North,Summer
1931.08.06,1931.0,USA,swimming,M,N,0,8,37.09024,North,Summer
1931.08.01,1931.0,AUSTRALIA,,M,Y,1,8,-25.274398,South,Winter
1931.07.28,1931.0,FIJI,swimming,M,N,0,7,-16.578193,South,Winter
1931.07.15,1931.0,USA,swimming,M,N,0,7,37.09024,North,Summer
1931.06.14,1931.0,USA,fishing,M,N,0,6,37.09024,North,Summer
1931.06.13,1931.0,USA,,M,N,0,6,37.09024,North,Summer
1931.06.04,1931.0,USA,,M,N,0,6,37.09024,North,Summer
1931.05.02,1931.0,AUSTRALIA,,,N,0,5,-25.274398,South,Autumn
1931.03.22,1931.0,AUSTRALIA,fishing,M,Y,1,3,-25.274398,South,Autumn
1931.03.15,1931.0,TURKEY,fishing,,N,0,3,38.963745,North,Spring
1931.03.06,1931.0,AUSTRALIA,,M,N,0,3,-25.274398,South,Autumn
1931.01.24,1931.0,AUSTRALIA,,M,N,0,1,-25.274398,South,Summer
1931.01.14,1931.0,AUSTRALIA,diving,M,N,0,1,-25.274398,South,Summer
1931.01.07,1931.0,AUSTRALIA,swimming,M,N,0,1,-25.274398,South,Summer
1930.12.25,1930.0,AUSTRALIA,swimming,M,N,0,12,-25.274398,South,Summer
1930.12.13,1930.0,AUSTRALIA,,M,Y,1,12,-25.274398,South,Summer
1930.12.02,1930.0,AUSTRALIA,fishing,,N,0,12,-25.274398,South,Summer
1930.12.00,1930.0,AUSTRALIA,,M,Y,1,12,-25.274398,South,Summer
1930.11.30,1930.0,AUSTRALIA,fishing,M,N,0,11,-25.274398,South,Spring
1930.09.26,1930.0,HONDURAS,swimming,M,Y,1,9,15.199999,North,Autumn
1930.08.31,1930.0,AUSTRALIA,fishing,M,N,0,8,-25.274398,South,Winter
1930.08.16,1930.0,SPAIN,swimming,M,N,0,8,40.463667,North,Summer
1930.08.06,1930.0,USA,swimming,M,N,0,8,37.09024,North,Summer
1930.07.19,1930.0,CUBA,swimming,M,N,0,7,21.521757,North,Summer
1930.07.11,1930.0,USA,swimming,M,N,0,7,37.09024,North,Summer
1930.06.04,1930.0,AUSTRALIA,,M,Y,1,6,-25.274398,South,Winter
1930.05.27,1930.0,USA,,M,N,0,5,37.09024,North,Spring
1930.05.11,1930.0,TURKEY,fishing,M,N,0,5,38.963745,North,Spring
1930.03.07,1930.0,USA,diving,M,N,0,3,37.09024,North,Spring
1930.02.20,1930.0,AUSTRALIA,diving,M,N,0,2,-25.274398,South,Summer
1930.02.15,1930.0,AUSTRALIA,,M,Y,1,2,-25.274398,South,Summer
1930.02.03,1930.0,AUSTRALIA,,M,N,0,2,-25.274398,South,Summer
1930.01.22,1930.0,MEXICO,fishing,,Y,1,1,23.634501,North,Winter
1930.01.00,1930.0,MAURITIUS,,M,Y,1,1,-20.348404,South,Summer
1929.12.26,1929.0,AUSTRALIA,diving,M,Y,1,12,-25.274398,South,Summer
1929.12.21,1929.0,AUSTRALIA,diving,M,N,0,12,-25.274398,South,Summer
1929.12.16,1929.0,AUSTRALIA,,F,N,0,12,-25.274398,South,Summer
1929.12.13,1929.0,AUSTRALIA,diving,M,N,0,12,-25.274398,South,Summer
1929.12.03,1929.0,AUSTRALIA,,M,Y,1,12,-25.274398,South,Summer
1929.11.29,1929.0,KIRIBATI,,M,Y,1,11,-3.370417,South,Spring
1929.11.21,1929.0,CUBA,fishing,M,N,0,11,21.521757,North,Autumn
1929.10.20,1929.0,AUSTRALIA,diving,M,N,0,10,-25.274398,South,Spring
1929.10.02,1929.0,SPAIN,fishing,M,N,0,10,40.463667,North,Autumn
1929.09.01,1929.0,AUSTRALIA,,M,Y,1,9,-25.274398,South,Spring
1929.08.05,1929.0,USA,,M,N,0,8,37.09024,North,Summer
1929.07.29,1929.0,MEXICO,swimming,M,N,0,7,23.634501,North,Summer
1929.06.23,1929.0,USA,fishing,M,N,0,6,37.09024,North,Summer
1929.05.31,1929.0,AUSTRALIA,diving,M,N,0,5,-25.274398,South,Autumn
1929.04.26,1929.0,AUSTRALIA,diving,M,N,0,4,-25.274398,South,Autumn
1929.04.17,1929.0,AUSTRALIA,diving,M,N,0,4,-25.274398,South,Autumn
1929.04.11,1929.0,AUSTRALIA,,M,N,0,4,-25.274398,South,Autumn
1929.04.09,1929.0,AUSTRALIA,,M,Y,1,4,-25.274398,South,Autumn
1929.04.04,1929.0,AUSTRALIA,swimming,M,Y,1,4,-25.274398,South,Autumn
1929.03.16,1929.0,USA,swimming,M,N,0,3,37.09024,North,Spring
1929.03.12,1929.0,AUSTRALIA,,M,Y,1,3,-25.274398,South,Autumn
1929.03.04,1929.0,AUSTRALIA,,M,N,0,3,-25.274398,South,Autumn
1929.03.04,1929.0,AUSTRALIA,,M,N,0,3,-25.274398,South,Autumn
1929.02.18,1929.0,AUSTRALIA,surfing,M,Y,1,2,-25.274398,South,Summer
1929.02.09,1929.0,AUSTRALIA,canoeing,,N,0,2,-25.274398,South,Summer
1929.02.08,1929.0,AUSTRALIA,swimming,M,Y,1,2,-25.274398,South,Summer
1929.01.27,1929.0,AUSTRALIA,swimming,M,Y,1,1,-25.274398,South,Summer
1929.01.14,1929.0,NEW ZEALAND,,F,N,0,1,-40.900557,South,Summer
1929.01.12,1929.0,AUSTRALIA,surfing,M,Y,1,1,-25.274398,South,Summer
1929.01.06,1929.0,TURKEY,fishing,M,Y,1,1,38.963745,North,Winter
1929.01.05,1929.0,FIJI,diving,M,Y,1,1,-16.578193,South,Summer
1928.12.21,1928.0,AUSTRALIA,diving,M,N,0,12,-25.274398,South,Summer
1928.11.18,1928.0,USA,fishing,M,N,0,11,37.09024,North,Autumn
1928.11.15,1928.0,INDIA,,M,N,0,11,20.593684,North,Autumn
1928.11.12,1928.0,USA,,M,Y,1,11,37.09024,North,Autumn
1928.11.04,1928.0,PANAMA,swimming,M,Y,1,11,8.537981,North,Autumn
1928.09.00,1928.0,USA,fishing,M,N,0,9,37.09024,North,Autumn
1928.07.11,1928.0,AUSTRALIA,diving,M,N,0,7,-25.274398,South,Winter
1928.07.00,1928.0,ITALY,,M,N,0,7,41.87194,North,Summer
1928.06.24,1928.0,USA,swimming,M,N,0,6,37.09024,North,Summer
1928.04.14,1928.0,AUSTRALIA,fishing,M,N,0,4,-25.274398,South,Autumn
1928.04.14,1928.0,AUSTRALIA,,M,N,0,4,-25.274398,South,Autumn
1928.04.09,1928.0,JAMAICA,diving,M,Y,1,4,18.109581,North,Spring
1928.04.06,1928.0,AUSTRALIA,,M,N,0,4,-25.274398,South,Autumn
1928.04.04,1928.0,AUSTRALIA,,M,Y,1,4,-25.274398,South,Autumn
1928.03.28,1928.0,AUSTRALIA,,M,N,0,3,-25.274398,South,Autumn
1928.02.20,1928.0,AUSTRALIA,diving,M,Y,1,2,-25.274398,South,Summer
1928.02.00,1928.0,COSTA RICA,swimming,F,N,0,2,9.748917,North,Winter
1928.02.00,1928.0,COSTA RICA,swimming,M,N,0,2,9.748917,North,Winter
1928.01.27,1928.0,AUSTRALIA,,M,Y,1,1,-25.274398,South,Summer
1927.11.03,1927.0,AUSTRALIA,,,Y,1,11,-25.274398,South,Spring
1927.10.25,1927.0,BRAZIL,,,Y,1,10,-14.235004,South,Spring
1927.10.12,1927.0,AUSTRALIA,,M,N,0,10,-25.274398,South,Spring
1927.10.00,1927.0,FIJI,,M,N,0,10,-16.578193,South,Spring
1927.07.03,1927.0,AUSTRALIA,,,N,0,7,-25.274398,South,Winter
1927.05.29,1927.0,PHILIPPINES,,,Y,1,5,12.879721,North,Spring
1927.05.09,1927.0,AUSTRALIA,,M,Y,1,5,-25.274398,South,Autumn
1927.04.10,1927.0,AUSTRALIA,diving,M,N,0,4,-25.274398,South,Autumn
1927.04.08,1927.0,AUSTRALIA,diving,M,N,0,4,-25.274398,South,Autumn
1927.03.01,1927.0,AUSTRALIA,,M,N,0,3,-25.274398,South,Autumn
1927.02.14,1927.0,NICARAGUA,,M,N,0,2,12.865416,North,Winter
1927.02.09,1927.0,AUSTRALIA,,M,N,0,2,-25.274398,South,Summer
1927.02.00,1927.0,NEW ZEALAND,fishing,M,N,0,2,-40.900557,South,Summer
1927.01.08,1927.0,USA,swimming,M,N,0,1,37.09024,North,Winter
1927.01.03,1927.0,AUSTRALIA,swimming,M,Y,1,1,-25.274398,South,Summer
1926.12.02,1926.0,AUSTRALIA,diving,M,Y,1,12,-25.274398,South,Summer
1926.11.17,1926.0,AUSTRALIA,diving,M,N,0,11,-25.274398,South,Spring
1926.10.29,1926.0,PAPUA NEW GUINEA,,M,Y,1,10,-6.314993,South,Spring
1926.10.23,1926.0,AUSTRALIA,,M,N,0,10,-25.274398,South,Spring
1926.10.23,1926.0,BERMUDA,,,N,0,10,32.321384,North,Autumn
1926.09.06,1926.0,PAPUA NEW GUINEA,,M,Y,1,9,-6.314993,South,Spring
1926.08.24,1926.0,USA,swimming,M,Y,1,8,37.09024,North,Summer
1926.07.23,1926.0,ITALY,swimming,M,Y,1,7,41.87194,North,Summer
1926.07.12,1926.0,USA,fishing,M,N,0,7,37.09024,North,Summer
1926.07.08,1926.0,USA,,M,N,0,7,37.09024,North,Summer
1926.05.18,1926.0,USA,swimming,M,Y,1,5,37.09024,North,Spring
1926.04.07,1926.0,USA,swimming,F,N,0,4,37.09024,North,Spring
1926.03.17,1926.0,AUSTRALIA,swimming,F,Y,1,3,-25.274398,South,Autumn
1926.01.00,1926.0,AUSTRALIA,,M,N,0,1,-25.274398,South,Summer
1925.11.22,1925.0,AUSTRALIA,,M,Y,1,11,-25.274398,South,Spring
1925.11.00,1925.0,USA,,F,N,0,11,37.09024,North,Autumn
1925.11.00,1925.0,USA,,M,N,0,11,37.09024,North,Autumn
1925.09.04,1925.0,SPAIN,fishing,M,N,0,9,40.463667,North,Autumn
1925.09.03,1925.0,UNITED KINGDOM,fishing,M,N,0,9,55.378051,North,Autumn
1925.08.02,1925.0,USA,swimming,F,N,0,8,37.09024,North,Summer
1925.05.00,1925.0,USA,,M,N,0,5,37.09024,North,Spring
1925.03.27,1925.0,AUSTRALIA,,M,N,0,3,-25.274398,South,Autumn
1925.03.12,1925.0,AUSTRALIA,swimming,M,Y,1,3,-25.274398,South,Autumn
1925.03.10,1925.0,PAPUA NEW GUINEA,swimming,M,Y,1,3,-6.314993,South,Autumn
1925.01.27,1925.0,USA,swimming,M,N,0,1,37.09024,North,Winter
1925.01.08,1925.0,CANADA,,M,N,0,1,56.130366,North,Winter
1924.11.25,1924.0,MEXICO,,F,Y,1,11,23.634501,North,Autumn
1924.11.24,1924.0,PANAMA,,M,N,0,11,8.537981,North,Autumn
1924.11.21,1924.0,USA,,M,Y,1,11,37.09024,North,Autumn
1924.10.31,1924.0,FRENCH POLYNESIA,diving,M,N,0,10,-17.679742,South,Spring
1924.10.18,1924.0,AUSTRALIA,,M,N,0,10,-25.274398,South,Spring
1924.07.31,1924.0,USA,,M,N,0,7,37.09024,North,Summer
1924.07.14,1924.0,UNITED KINGDOM,fishing,M,N,0,7,55.378051,North,Summer
1924.07.04,1924.0,USA,fishing,M,N,0,7,37.09024,North,Summer
1924.06.18,1924.0,USA,,M,N,0,6,37.09024,North,Summer
1924.04.25,1924.0,AUSTRALIA,,M,Y,1,4,-25.274398,South,Autumn
1924.04.22,1924.0,PANAMA,,M,N,0,4,8.537981,North,Spring
1924.03.28,1924.0,SOLOMON ISLANDS,swimming,M,N,0,3,-9.64571,South,Autumn
1924.03.24,1924.0,SPAIN,fishing,,N,0,3,40.463667,North,Spring
1924.02.13,1924.0,AUSTRALIA,,F,N,0,2,-25.274398,South,Summer
1924.01.19,1924.0,AUSTRALIA,swimming,M,Y,1,1,-25.274398,South,Summer
1923.12.12,1923.0,AUSTRALIA,swimming,M,N,0,12,-25.274398,South,Summer
1923.12.02,1923.0,AUSTRALIA,,M,Y,1,12,-25.274398,South,Summer
1923.11.23,1923.0,AUSTRALIA,,M,Y,1,11,-25.274398,South,Spring
1923.10.17,1923.0,AUSTRALIA,fishing,,N,0,10,-25.274398,South,Spring
1923.10.16,1923.0,AUSTRALIA,diving,M,N,0,10,-25.274398,South,Spring
1923.08.08,1923.0,GUYANA,fishing,M,N,0,8,4.860416,North,Summer
1923.07.02,1923.0,AUSTRALIA,diving,M,N,0,7,-25.274398,South,Winter
1923.06.16,1923.0,AUSTRALIA,,M,Y,1,6,-25.274398,South,Winter
1923.06.06,1923.0,MEXICO,,,N,0,6,23.634501,North,Summer
1923.05.23,1923.0,AUSTRALIA,,M,N,0,5,-25.274398,South,Autumn
1923.05.22,1923.0,AUSTRALIA,diving,M,Y,1,5,-25.274398,South,Autumn
1923.03.18,1923.0,AUSTRALIA,diving,M,N,0,3,-25.274398,South,Autumn
1923.02.00,1923.0,USA,swimming,M,N,0,2,37.09024,North,Winter
1923.01.27,1923.0,AUSTRALIA,swimming,M,Y,1,1,-25.274398,South,Summer
1922.12.14,1922.0,USA,,F,Y,1,12,37.09024,North,Winter
1922.12.05,1922.0,AUSTRALIA,,M,Y,1,12,-25.274398,South,Summer
1922.09.29,1922.0,BARBADOS,fishing,M,Y,1,9,13.193887,North,Autumn
1922.09.28,1922.0,USA,,M,N,0,9,37.09024,North,Autumn
1922.09.26,1922.0,UNITED KINGDOM,swimming,M,Y,1,9,55.378051,North,Autumn
1922.09.21,1922.0,USA,fishing,,N,0,9,37.09024,North,Autumn
1922.07.19,1922.0,USA,,M,N,0,7,37.09024,North,Summer
1922.06.17,1922.0,USA,,F,Y,1,6,37.09024,North,Summer
1922.05.24,1922.0,JAMAICA,swimming,M,Y,1,5,18.109581,North,Spring
1922.04.26,1922.0,AUSTRALIA,swimming,M,Y,1,4,-25.274398,South,Autumn
1922.03.20,1922.0,JAMAICA,fishing,M,N,0,3,18.109581,North,Spring
1922.03.13,1922.0,JAMAICA,,F,Y,1,3,18.109581,North,Spring
1922.03.02,1922.0,AUSTRALIA,,M,Y,1,3,-25.274398,South,Autumn
1922.02.04,1922.0,AUSTRALIA,swimming,M,Y,1,2,-25.274398,South,Summer
1922.01.28,1922.0,IRAQ,,M,Y,1,1,33.223191,North,Winter
1922.01.15,1922.0,AUSTRALIA,swimming,M,Y,1,1,-25.274398,South,Summer
1922.01.13,1922.0,AUSTRALIA,,M,N,0,1,-25.274398,South,Summer
1922.01.04,1922.0,AUSTRALIA,surfing,M,Y,1,1,-25.274398,South,Summer
1921.12.11,1921.0,AUSTRALIA,swimming,M,N,0,12,-25.274398,South,Summer
1921.11.27,1921.0,AUSTRALIA,,M,Y,1,11,-25.274398,South,Spring
1921.11.27,1921.0,AUSTRALIA,,M,N,0,11,-25.274398,South,Spring
1921.11.15,1921.0,FIJI,swimming,,Y,1,11,-16.578193,South,Spring
1921.10.12,1921.0,AUSTRALIA,diving,M,N,0,10,-25.274398,South,Spring
1921.10.04,1921.0,AUSTRALIA,diving,M,Y,1,10,-25.274398,South,Spring
1921.09.00,1921.0,UNITED KINGDOM,fishing,M,N,0,9,55.378051,North,Autumn
1921.08.29,1921.0,AUSTRALIA,,M,N,0,8,-25.274398,South,Winter
1921.08.28,1921.0,PHILIPPINES,swimming,M,Y,1,8,12.879721,North,Summer
1921.07.21,1921.0,CUBA,,M,Y,1,7,21.521757,North,Summer
1920.11.29,1920.0,AUSTRALIA,,M,N,0,11,-25.274398,South,Spring
1921.08.22,1921.0,HAITI,,M,Y,1,8,18.971187,North,Summer
1920.11.22,1920.0,AUSTRALIA,,M,N,0,11,-25.274398,South,Spring
1920.11.04,1920.0,PHILIPPINES,,M,Y,1,11,12.879721,North,Autumn
1920.07.05,1920.0,AUSTRALIA,diving,M,N,0,7,-25.274398,South,Winter
1920.06.29,1920.0,USA,swimming,M,N,0,6,37.09024,North,Summer
1920.06.27,1920.0,CANADA,,,N,0,6,56.130366,North,Summer
1920.03.08,1920.0,AUSTRALIA,swimming,M,N,0,3,-25.274398,South,Autumn
1920.01.24.R,1920.0,AUSTRALIA,diving,M,N,0,1,-25.274398,South,Summer
1920.01.24.R,1920.0,AUSTRALIA,diving,M,Y,1,1,-25.274398,South,Summer
1920.01.15,1920.0,AUSTRALIA,swimming,M,Y,1,1,-25.274398,South,Summer
1919.12.30,1919.0,AUSTRALIA,swimming,M,N,0,12,-25.274398,South,Summer
1919.12.07,1919.0,AUSTRALIA,swimming,M,Y,1,12,-25.274398,South,Summer
1919.11.18,1919.0,AUSTRALIA,,M,N,0,11,-25.274398,South,Spring
1919.09.12,1919.0,COSTA RICA,,M,Y,1,9,9.748917,North,Autumn
1919.08.10,1919.0,USA,swimming,M,N,0,8,37.09024,North,Summer
1919.05.29,1919.0,USA,swimming,M,N,0,5,37.09024,North,Spring
1919.04.06,1919.0,USA,,M,Y,1,4,37.09024,North,Spring
1919.01.17,1919.0,AUSTRALIA,swimming,M,N,0,1,-25.274398,South,Summer
1919.01.15,1919.0,NEW ZEALAND,swimming,F,N,0,1,-40.900557,South,Summer
1919.01.09,1919.0,AUSTRALIA,,M,Y,1,1,-25.274398,South,Summer
1919.01.05,1919.0,AUSTRALIA,,M,Y,1,1,-25.274398,South,Summer
1918.11.00,1918.0,USA,fishing,M,Y,1,11,37.09024,North,Autumn
1918.09.19,1918.0,AUSTRALIA,,M,Y,1,9,-25.274398,South,Spring
1918.03.22,1918.0,AUSTRALIA,surfing,M,N,0,3,-25.274398,South,Autumn
1917.12.15,1917.0,AUSTRALIA,swimming,M,N,0,12,-25.274398,South,Summer
1917.11.00,1917.0,MOZAMBIQUE,,M,Y,1,11,-18.665695,South,Spring
1917.09.21,1917.0,USA,,M,N,0,9,37.09024,North,Autumn
1917.09.09,1917.0,USA,,M,N,0,9,37.09024,North,Autumn
1917.09.00,1917.0,PANAMA,swimming,M,Y,1,9,8.537981,North,Autumn
1917.07.18,1917.0,USA,diving,M,Y,1,7,37.09024,North,Summer
1917.07.15,1917.0,IRELAND,,M,Y,1,7,53.41291,North,Summer
1917.06.03,1917.0,USA,swimming,M,N,0,6,37.09024,North,Summer
1917.05.31,1917.0,PHILIPPINES,swimming,M,Y,1,5,12.879721,North,Spring
1917.05.05,1917.0,KUWAIT,diving,M,N,0,5,29.31166,North,Spring
1916.12.30,1916.0,AUSTRALIA,,M,N,0,12,-25.274398,South,Summer
1916.12.08,1916.0,AUSTRALIA,,M,Y,1,12,-25.274398,South,Summer
1916.12.08,1916.0,AUSTRALIA,swimming,F,N,0,12,-25.274398,South,Summer
1916.11.15,1916.0,PANAMA,,M,N,0,11,8.537981,North,Autumn
1916.11.10,1916.0,AUSTRALIA,swimming,M,Y,1,11,-25.274398,South,Spring
1916.11.09,1916.0,AUSTRALIA,,M,Y,1,11,-25.274398,South,Spring
1916.10.11,1916.0,USA,fishing,M,Y,1,10,37.09024,North,Autumn
1916.08.24,1916.0,USA,,M,N,0,8,37.09024,North,Summer
1916.07.26,1916.0,USA,fishing,M,N,0,7,37.09024,North,Summer
1916.07.13,1916.0,USA,swimming,M,N,0,7,37.09024,North,Summer
1916.07.12,1916.0,USA,swimming,M,N,0,7,37.09024,North,Summer
1916.07.12,1916.0,USA,,M,Y,1,7,37.09024,North,Summer
1916.07.12,1916.0,USA,swimming,M,Y,1,7,37.09024,North,Summer
1916.07.11,1916.0,BAHAMAS,,M,Y,1,7,25.03428,North,Summer
1916.07.08,1916.0,SPAIN,diving,M,N,0,7,40.463667,North,Summer
1916.07.07,1916.0,PHILIPPINES,,M,N,0,7,12.879721,North,Summer
1916.07.06,1916.0,USA,swimming,M,Y,1,7,37.09024,North,Summer
1916.07.01,1916.0,USA,swimming,M,Y,1,7,37.09024,North,Summer
