case_number,year,country,activity,sex,fatal,fatal_numerica,month,latitude,hemisphere,season
2003.04.04,2003.0,USA,surfing,M,N,0,4,37.09024,North,Spring
2003.03.10,2003.0,USA,,F,N,0,3,37.09024,North,Spring
2003.02.27,2003.0,NEW ZEALAND,diving,M,N,0,2,-40.900557,South,Summer
2003.02.15,2003.0,AUSTRALIA,,M,N,0,2,-25.274398,South,Summer
2003.02.15,2003.0,USA,swimming,M,N,0,2,37.09024,North,Winter
2003.02.11,2003.0,AUSTRALIA,swimming,M,N,0,2,-25.274398,South,Summer
2003.02.08,2003.0,AUSTRALIA,swimming,M,Y,1,2,-25.274398,South,Summer
2003.01.03,2003.0,COSTA RICA,surfing,M,N,0,1,9.748917,North,Winter
2003.01.02,2003.0,AUSTRALIA,surfing,F,N,0,1,-25.274398,South,Summer
2002.12.29,2002.0,AUSTRALIA,snorkeling,F,N,0,12,-25.274398,South,Summer
2002.12.21,2002.0,AUSTRALIA,diving,M,N,0,12,-25.274398,South,Summer
2002.12.16,2002.0,AUSTRALIA,swimming,M,Y,1,12,-25.274398,South,Summer
2002.12.01,2002.0,BRAZIL,surfing,M,Y,1,12,-14.235004,South,Summer
2002.11.28,2002.0,MICRONESIA,diving,M,N,0,11,7.425554,North,Autumn
2002.11.28,2002.0,USA,boarding,M,N,0,11,37.09024,North,Autumn
2002.11.17,2002.0,USA,swimming,F,N,0,11,37.09024,North,Autumn
2002.11.14,2002.0,TURKS & CAICOS,snorkeling,F,N,0,11,21.694025,North,Autumn
2002.11.11,2002.0,USA,surfing,M,N,0,11,37.09024,North,Autumn
2002.11.02,2002.0,USA,boarding,M,N,0,11,37.09024,North,Autumn
2002.11.00,2002.0,FRENCH POLYNESIA,,M,N,0,11,-17.679742,South,Spring
2002.10.30,2002.0,USA,swimming,F,N,0,10,37.09024,North,Autumn
2002.10.14,2002.0,BRAZIL,swimming,M,Y,1,10,-14.235004,South,Spring
2002.10.11,2002.0,USA,surfing,M,N,0,10,37.09024,North,Autumn
2002.10.05,2002.0,USA,surfing,M,N,0,10,37.09024,North,Autumn
2002.10.05,2002.0,USA,surfing,M,N,0,10,37.09024,North,Autumn
2002.10.03,2002.0,USA,surfing,M,N,0,10,37.09024,North,Autumn
2002.09.30,2002.0,USA,surfing,M,N,0,9,37.09024,North,Autumn
2002.09.29,2002.0,USA,surfing,M,N,0,9,37.09024,North,Autumn
2002.09.27,2002.0,USA,fishing,M,N,0,9,37.09024,North,Autumn
2002.09.27,2002.0,USA,fishing,M,N,0,9,37.09024,North,Autumn
2002.09.27,2002.0,TONGA,swimming,M,N,0,9,-21.178986,South,Spring
2002.09.21,2002.0,USA,,M,N,0,9,37.09024,North,Autumn
2002.09.21,2002.0,USA,surfing,M,N,0,9,37.09024,North,Autumn
2002.09.16,2002.0,BRAZIL,swimming,M,N,0,9,-14.235004,South,Spring
2002.09.16,2002.0,USA,boarding,,N,0,9,37.09024,North,Autumn
2002.09.09,2002.0,USA,boarding,M,N,0,9,37.09024,North,Autumn
2002.09.05,2002.0,USA,,M,N,0,9,37.09024,North,Autumn
2002.08.28,2002.0,USA,surfing,M,N,0,8,37.09024,North,Summer
2002.08.17,2002.0,USA,swimming,F,N,0,8,37.09024,North,Summer
2002.08.14,2002.0,USA,surfing,M,N,0,8,37.09024,North,Summer
2002.08.11,2002.0,USA,surfing,M,N,0,8,37.09024,North,Summer
2002.08.07,2002.0,USA,,M,N,0,8,37.09024,North,Summer
2002.08.06,2002.0,UNITED KINGDOM,diving,M,N,0,8,55.378051,North,Summer
2002.08.05,2002.0,USA,,M,N,0,8,37.09024,North,Summer
2002.07.26,2002.0,USA,surfing,M,N,0,7,37.09024,North,Summer
2002.07.20,2002.0,USA,swimming,F,N,0,7,37.09024,North,Summer
2002.07.10,2002.0,USA,surfing,M,N,0,7,37.09024,North,Summer
2002.07.09,2002.0,USA,fishing,M,Y,1,7,37.09024,North,Summer
2002.07.09,2002.0,BRAZIL,surfing,M,N,0,7,-14.235004,South,Winter
2002.07.04,2002.0,USA,,F,N,0,7,37.09024,North,Summer
2002.06.20,2002.0,AUSTRALIA,surfing,M,N,0,6,-25.274398,South,Winter
2002.06.20,2002.0,USA,swimming,F,N,0,6,37.09024,North,Summer
2002.06.13.R2,2002.0,PAPUA NEW GUINEA,,,N,0,6,-6.314993,South,Winter
2002.06.13.R1,2002.0,PAPUA NEW GUINEA,,,Y,1,6,-6.314993,South,Winter
2002.06.11,2002.0,USA,,,N,0,6,37.09024,North,Summer
2002.06.11,2002.0,USA,surfing,M,N,0,6,37.09024,North,Summer
2002.06.09,2002.0,USA,surfing,M,N,0,6,37.09024,North,Summer
2002.06.09,2002.0,USA,swimming,M,N,0,6,37.09024,North,Summer
2002.05.31,2002.0,USA,surfing,M,N,0,5,37.09024,North,Spring
2002.05.31,2002.0,USA,,M,N,0,5,37.09024,North,Spring
2002.05.22,2002.0,USA,,M,N,0,5,37.09024,North,Spring
2002.05.22,2002.0,USA,,M,N,0,5,37.09024,North,Spring
2002.05.21,2002.0,COSTA RICA,surfing,M,N,0,5,9.748917,North,Spring
2002.05.21,2002.0,PAPUA NEW GUINEA,,M,N,0,5,-6.314993,South,Autumn
2002.05.13,2002.0,USA,fishing,M,N,0,5,37.09024,North,Spring
2002.05.10,2002.0,BRAZIL,surfing,M,N,0,5,-14.235004,South,Autumn
2002.05.07,2002.0,AUSTRALIA,fishing,M,N,0,5,-25.274398,South,Autumn
2002.04.30,2002.0,AUSTRALIA,,M,Y,1,4,-25.274398,South,Autumn
2002.04.20,2002.0,USA,,M,N,0,4,37.09024,North,Spring
2002.04.18,2002.0,USA,surfing,M,N,0,4,37.09024,North,Spring
2002.04.12,2002.0,AUSTRALIA,swimming,M,N,0,4,-25.274398,South,Autumn
2002.04.09,2002.0,BAHAMAS,,M,N,0,4,25.03428,North,Spring
2002.04.02,2002.0,USA,,M,N,0,4,37.09024,North,Spring
2002.04.01,2002.0,USA,,M,N,0,4,37.09024,North,Spring
2002.03.25,2002.0,USA,boarding,M,N,0,3,37.09024,North,Spring
2002.03.25,2002.0,USA,,F,N,0,3,37.09024,North,Spring
2002.03.24,2002.0,BRAZIL,swimming,M,Y,1,3,-14.235004,South,Autumn
2002.03.19,2002.0,USA,,M,N,0,3,37.09024,North,Spring
2002.03.15,2002.0,USA,snorkeling,M,N,0,3,37.09024,North,Spring
2002.03.15,2002.0,USA,surfing,M,N,0,3,37.09024,North,Spring
2002.02.23,2002.0,TURKS & CAICOS,fishing,M,Y,1,2,21.694025,North,Winter
2002.02.16,2002.0,AUSTRALIA,surfing,M,N,0,2,-25.274398,South,Summer
2002.02.11,2002.0,FIJI,,M,Y,1,2,-16.578193,South,Summer
2002.02.07,2002.0,AUSTRALIA,kayaking,M,N,0,2,-25.274398,South,Summer
2002.01.30,2002.0,AUSTRALIA,surfing,M,N,0,1,-25.274398,South,Summer
2002.01.30,2002.0,AUSTRALIA,swimming,M,N,0,1,-25.274398,South,Summer
2002.01.03,2002.0,BRAZIL,swimming,,Y,1,1,-14.235004,South,Summer
2002.01.01,2002.0,USA,snorkeling,M,N,0,1,37.09024,North,Winter
2001.12.21,2001.0,AUSTRALIA,surfing,M,N,0,12,-25.274398,South,Summer
2001.11.23,2001.0,AUSTRALIA,surfing,M,N,0,11,-25.274398,South,Spring
2001.11.14,2001.0,USA,surfing,,N,0,11,37.09024,North,Autumn
2001.10.02,2001.0,AUSTRALIA,snorkeling,F,N,0,10,-25.274398,South,Spring
2001.09.30,2001.0,MEXICO,surfing,M,N,0,9,23.634501,North,Autumn
2001.09.30,2001.0,AUSTRALIA,,M,N,0,9,-25.274398,South,Spring
2001.09.24,2001.0,USA,surfing,M,N,0,9,37.09024,North,Autumn
2001.09.18,2001.0,USA,surfing,M,N,0,9,37.09024,North,Autumn
2001.09.16,2001.0,USA,diving,M,Y,1,9,37.09024,North,Autumn
2001.09.15,2001.0,USA,boarding,M,N,0,9,37.09024,North,Autumn
2001.09.15,2001.0,USA,surfing,M,N,0,9,37.09024,North,Autumn
2001.09.13,2001.0,UNITED KINGDOM,diving,M,N,0,9,55.378051,North,Autumn
2001.09.08,2001.0,USA,fishing,M,N,0,9,37.09024,North,Autumn
2001.09.07,2001.0,USA,,M,N,0,9,37.09024,North,Autumn
2001.09.07,2001.0,USA,swimming,F,N,0,9,37.09024,North,Autumn
2001.09.03,2001.0,USA,swimming,M,Y,1,9,37.09024,North,Autumn
2001.09.03,2001.0,USA,swimming,F,N,0,9,37.09024,North,Autumn
2001.09.02,2001.0,USA,,M,N,0,9,37.09024,North,Autumn
2001.09.01,2001.0,USA,swimming,M,Y,1,9,37.09024,North,Autumn
2001.08.31,2001.0,BAHAMAS,spearfishing,M,N,0,8,25.03428,North,Summer
2001.08.29,2001.0,USA,,F,N,0,8,37.09024,North,Summer
2001.08.27,2001.0,USA,,M,N,0,8,37.09024,North,Summer
2001.08.26,2001.0,USA,boarding,M,N,0,8,37.09024,North,Summer
2001.08.25,2001.0,USA,boarding,M,N,0,8,37.09024,North,Summer
2001.08.22,2001.0,USA,surfing,M,N,0,8,37.09024,North,Summer
2001.08.21,2001.0,USA,surfing,M,N,0,8,37.09024,North,Summer
2001.08.19,2001.0,USA,surfing,M,N,0,8,37.09024,North,Summer
2001.08.19,2001.0,USA,surfing,F,N,0,8,37.09024,North,Summer
2001.08.19,2001.0,USA,surfing,F,N,0,8,37.09024,North,Summer
2001.08.18,2001.0,USA,surfing,M,N,0,8,37.09024,North,Summer
2001.08.18,2001.0,USA,surfing,M,N,0,8,37.09024,North,Summer
2001.08.18,2001.0,USA,surfing,M,N,0,8,37.09024,North,Summer
2001.08.16,2001.0,BAHAMAS,spearfishing,M,N,0,8,25.03428,North,Summer
2001.08.12,2001.0,THAILAND,,M,N,0,8,15.870032,North,Summer
2001.08.05,2001.0,USA,,F,N,0,8,37.09024,North,Summer
2001.08.04,2001.0,BAHAMAS,swimming,M,N,0,8,25.03428,North,Summer
2001.08.03,2001.0,ITALY,fishing,,N,0,8,41.87194,North,Summer
2001.07.26,2001.0,USA,,F,N,0,7,37.09024,North,Summer
2001.07.25,2001.0,USA,,M,N,0,7,37.09024,North,Summer
2001.07.24,2001.0,USA,,F,N,0,7,37.09024,North,Summer
2001.07.21,2001.0,USA,fishing,,N,0,7,37.09024,North,Summer
2001.07.15,2001.0,USA,surfing,M,N,0,7,37.09024,North,Summer
2001.07.15,2001.0,USA,boarding,M,N,0,7,37.09024,North,Summer
2001.07.06,2001.0,MEXICO,surfing,M,N,0,7,23.634501,North,Summer
2001.07.06,2001.0,USA,swimming,M,N,0,7,37.09024,North,Summer
2001.07.03,2001.0,USA,,,N,0,7,37.09024,North,Summer
2001.07.00,2001.0,USA,,M,N,0,7,37.09024,North,Summer
2001.06.12,2001.0,USA,swimming,M,N,0,6,37.09024,North,Summer
2001.06.10,2001.0,USA,spearfishing,M,N,0,6,37.09024,North,Summer
2001.06.03,2001.0,USA,,F,N,0,6,37.09024,North,Summer
2001.05.29,2001.0,USA,,M,N,0,5,37.09024,North,Spring
2001.05.23 ,2001.0,USA,swimming,M,N,0,5,37.09024,North,Spring
2001.05.20,2001.0,USA,swimming,M,N,0,5,37.09024,North,Spring
2001.05.18,2001.0,PHILIPPINES,fishing,M,N,0,5,12.879721,North,Spring
2001.05.04,2001.0,AUSTRALIA,surfing,M,N,0,5,-25.274398,South,Autumn
2001.05.03,2001.0,USA,surfing,M,N,0,5,37.09024,North,Spring
2001.05.00,2001.0,FIJI,,M,Y,1,5,-16.578193,South,Autumn
2001.04.28,2001.0,USA,boarding,M,N,0,4,37.09024,North,Spring
2001.04.13,2001.0,USA,surfing,M,N,0,4,37.09024,North,Spring
2001.04.13,2001.0,USA,surfing,M,N,0,4,37.09024,North,Spring
2001.04.12,2001.0,USA,,M,N,0,4,37.09024,North,Spring
2001.04.12,2001.0,USA,surfing,M,N,0,4,37.09024,North,Spring
2001.04.12,2001.0,USA,surfing,M,N,0,4,37.09024,North,Spring
2001.04.12,2001.0,USA,boarding,M,N,0,4,37.09024,North,Spring
2001.04.12,2001.0,USA,surfing,M,N,0,4,37.09024,North,Spring
2001.04.11,2001.0,USA,surfing,M,N,0,4,37.09024,North,Spring
2001.04.11,2001.0,USA,surfing,M,N,0,4,37.09024,North,Spring
2001.04.11,2001.0,USA,surfing,M,N,0,4,37.09024,North,Spring
2001.04.10,2001.0,USA,surfing,,N,0,4,37.09024,North,Spring
2001.04.08,2001.0,AUSTRALIA,snorkeling,M,N,0,4,-25.274398,South,Autumn
2001.04.05,2001.0,USA,,M,N,0,4,37.09024,North,Spring
2001.04.02,2001.0,BRAZIL,,F,N,0,4,-14.235004,South,Autumn
2001.04.02,2001.0,AUSTRALIA,surfing,M,N,0,4,-25.274398,South,Autumn
2001.03.23,2001.0,USA,boarding,M,N,0,3,37.09024,North,Spring
2001.03.09,2001.0,USA,surfing,M,N,0,3,37.09024,North,Spring
2001.03.03,2001.0,BRAZIL,swimming,M,Y,1,3,-14.235004,South,Autumn
2001.02.26,2001.0,AUSTRALIA,,,N,0,2,-25.274398,South,Summer
2001.02.04,2001.0,AUSTRALIA,surfing,M,N,0,2,-25.274398,South,Summer
2001.01.24,2001.0,AUSTRALIA,kayaking,M,N,0,1,-25.274398,South,Summer
2001.01.24,2001.0,CUBA,swimming,F,N,0,1,21.521757,North,Winter
2001.01.21 ,2001.0,AUSTRALIA,fishing,,N,0,1,-25.274398,South,Summer
2001.01.09,2001.0,USA,surfing,M,N,0,1,37.09024,North,Winter
2001.01.06,2001.0,NEW ZEALAND,kayaking,M,N,0,1,-40.900557,South,Summer
2000.12.24,2000.0,AUSTRALIA,diving,M,N,0,12,-25.274398,South,Summer
2000.12.12,2000.0,FIJI,swimming,M,Y,1,12,-16.578193,South,Summer
2000.12.11,2000.0,AUSTRALIA,,,N,0,12,-25.274398,South,Summer
2000.12.05,2000.0,CANADA,diving,M,N,0,12,56.130366,North,Winter
2000.12.03,2000.0,AUSTRALIA,spearfishing,M,N,0,12,-25.274398,South,Summer
2000.12.00,2000.0,NEW ZEALAND,surfing,F,Y,1,12,-40.900557,South,Summer
2000.11.21,2000.0,AUSTRALIA,diving,M,N,0,11,-25.274398,South,Spring
2000.11.18,2000.0,USA,swimming,M,N,0,11,37.09024,North,Autumn
2000.11.06,2000.0,AUSTRALIA,swimming,M,N,0,11,-25.274398,South,Spring
2000.11.06,2000.0,AUSTRALIA,swimming,M,Y,1,11,-25.274398,South,Spring
2000.11.04,2000.0,USA,surfing,M,N,0,11,37.09024,North,Autumn
2000.10.29,2000.0,AUSTRALIA,fishing,,N,0,10,-25.274398,South,Spring
2000.10.20,2000.0,USA,surfing,M,N,0,10,37.09024,North,Autumn
2000.10.18,2000.0,USA,,F,N,0,10,37.09024,North,Autumn
2000.10.14,2000.0,USA,swimming,M,N,0,10,37.09024,North,Autumn
2000.10.09,2000.0,USA,surfing,M,N,0,10,37.09024,North,Autumn
2000.10.06,2000.0,USA,surfing,M,N,0,10,37.09024,North,Autumn
2000.10.06,2000.0,USA,surfing,M,N,0,10,37.09024,North,Autumn
2000.10.02,2000.0,USA,surfing,M,N,0,10,37.09024,North,Autumn
2000.09.29,2000.0,USA,,M,N,0,9,37.09024,North,Autumn
2000.09.25,2000.0,AUSTRALIA,surfing,M,Y,1,9,-25.274398,South,Spring
2000.09.24,2000.0,AUSTRALIA,surfing,M,Y,1,9,-25.274398,South,Spring
2000.09.18,2000.0,AUSTRALIA,,M,N,0,9,-25.274398,South,Spring
2000.09.16,2000.0,USA,,,N,0,9,37.09024,North,Autumn
2000.09.15,2000.0,USA,,M,N,0,9,37.09024,North,Autumn
2000.09.12,2000.0,USA,surfing,F,N,0,9,37.09024,North,Autumn
2000.09.11,2000.0,USA,,M,N,0,9,37.09024,North,Autumn
2000.09.10,2000.0,USA,swimming,M,N,0,9,37.09024,North,Autumn
2000.09.08,2000.0,TANZANIA,swimming,M,Y,1,9,-6.369028,South,Spring
2000.09.08,2000.0,USA,,M,N,0,9,37.09024,North,Autumn
2000.09.08,2000.0,REUNION,surfing,M,N,0,9,-21.115141,South,Spring
2000.09.00,2000.0,TANZANIA,swimming,,Y,1,9,-6.369028,South,Spring
2000.08.31,2000.0,USA,swimming,M,N,0,8,37.09024,North,Summer
2000.08.30,2000.0,USA,,M,Y,1,8,37.09024,North,Summer
2000.08.27,2000.0,USA,,M,N,0,8,37.09024,North,Summer
2000.08.21,2000.0,USA,swimming,M,N,0,8,37.09024,North,Summer
2000.08.15,2000.0,USA,,M,N,0,8,37.09024,North,Summer
2000.08.13,2000.0,USA,,M,N,0,8,37.09024,North,Summer
2000.08.12,2000.0,USA,,F,N,0,8,37.09024,North,Summer
2000.08.00,2000.0,TANZANIA,swimming,,Y,1,8,-6.369028,South,Winter
2000.07.25,2000.0,USA,,M,N,0,7,37.09024,North,Summer
2000.07.22,2000.0,USA,snorkeling,F,N,0,7,37.09024,North,Summer
2000.07.17,2000.0,USA,surfing,M,N,0,7,37.09024,North,Summer
2000.07.16,2000.0,USA,surfing,M,N,0,7,37.09024,North,Summer
2000.07.12,2000.0,TONGA,diving,M,N,0,7,-21.178986,South,Winter
2000.07.10,2000.0,USA,,M,N,0,7,37.09024,North,Summer
2000.07.09,2000.0,USA,swimming,M,N,0,7,37.09024,North,Summer
2000.07.07,2000.0,USA,,M,N,0,7,37.09024,North,Summer
2000.07.06,2000.0,USA,,F,N,0,7,37.09024,North,Summer
2000.07.04,2000.0,USA,,F,N,0,7,37.09024,North,Summer
2000.07.04,2000.0,USA,,F,N,0,7,37.09024,North,Summer
2000.07.02,2000.0,USA,,F,N,0,7,37.09024,North,Summer
2000.07.02,2000.0,USA,,F,N,0,7,37.09024,North,Summer
2000.07.00,2000.0,TANZANIA,swimming,,Y,1,7,-6.369028,South,Winter
2000.06.30,2000.0,PAPUA NEW GUINEA,,M,Y,1,6,-6.314993,South,Winter
2000.06.29,2000.0,NEW ZEALAND,fishing,M,N,0,6,-40.900557,South,Winter
2000.06.19,2000.0,USA,,M,N,0,6,37.09024,North,Summer
2000.06.13,2000.0,USA,sailing,,N,0,6,37.09024,North,Summer
2000.06.10,2000.0,USA,surfing,M,N,0,6,37.09024,North,Summer
2000.06.09,2000.0,USA,swimming,M,N,0,6,37.09024,North,Summer
2000.06.09,2000.0,USA,swimming,M,N,0,6,37.09024,North,Summer
2000.06.02,2000.0,USA,snorkeling,M,N,0,6,37.09024,North,Summer
2000.06.00,2000.0,TANZANIA,swimming,M,Y,1,6,-6.369028,South,Winter
2000.05.13,2000.0,NEW CALEDONIA,,,Y,1,5,-20.904305,South,Autumn
2000.05.07,2000.0,PAPUA NEW GUINEA,,M,N,0,5,-6.314993,South,Autumn
2000.05.07,2000.0,PAPUA NEW GUINEA,diving,M,Y,1,5,-6.314993,South,Autumn
2000.04.14,2000.0,USA,,M,N,0,4,37.09024,North,Spring
2000.04.09,2000.0,USA,,M,N,0,4,37.09024,North,Spring
2000.03.31,2000.0,USA,fishing,M,N,0,3,37.09024,North,Spring
2000.03.30,2000.0,AUSTRALIA,swimming,M,N,0,3,-25.274398,South,Autumn
2000.03.26,2000.0,USA,boarding,F,N,0,3,37.09024,North,Spring
2000.03.24,2000.0,USA,surfing,M,N,0,3,37.09024,North,Spring
2000.03.15,2000.0,NEW CALEDONIA,spearfishing,M,Y,1,3,-20.904305,South,Autumn
2000.03.14,2000.0,AUSTRALIA,surfing,M,N,0,3,-25.274398,South,Autumn
2000.03.10,2000.0,AUSTRALIA,,,N,0,3,-25.274398,South,Autumn
2000.03.09,2000.0,AUSTRALIA,,,N,0,3,-25.274398,South,Autumn
2000.03.02,2000.0,AUSTRALIA,swimming,M,N,0,3,-25.274398,South,Autumn
2000.03.00,2000.0,USA,spearfishing,M,N,0,3,37.09024,North,Spring
2000.02.21,2000.0,USA,,M,N,0,2,37.09024,North,Winter
2000.02.14,2000.0,UNITED KINGDOM,,M,N,0,2,55.378051,North,Winter
2000.02.03,2000.0,NEW ZEALAND,surfing,M,N,0,2,-40.900557,South,Summer
2000.02.01,2000.0,AUSTRALIA,surfing,M,N,0,2,-25.274398,South,Summer
2000.01.28,2000.0,REUNION,,M,Y,1,1,-21.115141,South,Summer
2000.01.05,2000.0,THAILAND,diving,M,Y,1,1,15.870032,North,Winter
1999.12.31,1999.0,NEW ZEALAND,surfing,M,N,0,12,-40.900557,South,Summer
1999.12.31,1999.0,NEW ZEALAND,swimming,F,N,0,12,-40.900557,South,Summer
1999.12.31,1999.0,NEW ZEALAND,,F,N,0,12,-40.900557,South,Summer
1999.12.26,1999.0,BRAZIL,surfing,M,N,0,12,-14.235004,South,Summer
1999.12.06,1999.0,BRAZIL,spearfishing,M,N,0,12,-14.235004,South,Summer
1999.12.02,1999.0,USA,surfing,M,N,0,12,37.09024,North,Winter
1999.11.30,1999.0,USA,surfing,M,N,0,11,37.09024,North,Autumn
1999.11.23,1999.0,USA,swimming,F,N,0,11,37.09024,North,Autumn
1999.11.15,1999.0,USA,,M,N,0,11,37.09024,North,Autumn
1999.11.06,1999.0,BRAZIL,,M,N,0,11,-14.235004,South,Spring
1999.11.00,1999.0,MARSHALL ISLANDS,swimming,M,N,0,11,7.131474,North,Autumn
1999.11.00,1999.0,MARSHALL ISLANDS,swimming,M,N,0,11,7.131474,North,Autumn
1999.10.30,1999.0,USA,boarding,M,N,0,10,37.09024,North,Autumn
1999.10.30,1999.0,USA,surfing,M,N,0,10,37.09024,North,Autumn
1999.10.20,1999.0,USA,surfing,M,N,0,10,37.09024,North,Autumn
1999.10.01,1999.0,USA,,M,N,0,10,37.09024,North,Autumn
1999.09.29,1999.0,USA,,M,N,0,9,37.09024,North,Autumn
1999.09.24,1999.0,ITALY,fishing,,N,0,9,41.87194,North,Autumn
1999.09.18,1999.0,USA,kayaking,M,N,0,9,37.09024,North,Autumn
1999.09.16,1999.0,USA,,F,N,0,9,37.09024,North,Autumn
1999.09.10,1999.0,USA,,F,N,0,9,37.09024,North,Autumn
1999.09.05,1999.0,USA,surfing,M,N,0,9,37.09024,North,Autumn
1999.09.04,1999.0,USA,,M,N,0,9,37.09024,North,Autumn
1999.09.04,1999.0,USA,,M,N,0,9,37.09024,North,Autumn
1999.08.26,1999.0,USA,surfing,M,N,0,8,37.09024,North,Summer
1999.08.24,1999.0,USA,surfing,M,N,0,8,37.09024,North,Summer
1999.08.23,1999.0,MARSHALL ISLANDS,fishing,M,N,0,8,7.131474,North,Summer
1999.08.21,1999.0,USA,surfing,M,N,0,8,37.09024,North,Summer
1999.08.16,1999.0,USA,,M,N,0,8,37.09024,North,Summer
1999.08.05,1999.0,USA,surfing,M,N,0,8,37.09024,North,Summer
1999.08.05,1999.0,BAHAMAS,,M,N,0,8,25.03428,North,Summer
1999.07.26,1999.0,USA,swimming,M,N,0,7,37.09024,North,Summer
1999.07.21,1999.0,USA,surfing,M,N,0,7,37.09024,North,Summer
1999.07.06,1999.0,USA,,M,N,0,7,37.09024,North,Summer
1999.07.04,1999.0,USA,,F,N,0,7,37.09024,North,Summer
1999.06.19,1999.0,USA,,M,N,0,6,37.09024,North,Summer
1999.06.17,1999.0,USA,surfing,M,N,0,6,37.09024,North,Summer
1999.06.12,1999.0,USA,swimming,M,N,0,6,37.09024,North,Summer
1999.06.09,1999.0,USA,,M,N,0,6,37.09024,North,Summer
1999.05.29,1999.0,AUSTRALIA,windsurfing,M,Y,1,5,-25.274398,South,Autumn
1999.05.01,1999.0,BRAZIL,surfing,M,N,0,5,-14.235004,South,Autumn
1999.04.22,1999.0,MAURITIUS,swimming,F,N,0,4,-20.348404,South,Autumn
1999.04.11,1999.0,REUNION,,M,Y,1,4,-21.115141,South,Autumn
1999.04.01,1999.0,USA,surfing,M,N,0,4,37.09024,North,Spring
1999.03.18,1999.0,NEW ZEALAND,,M,N,0,3,-40.900557,South,Autumn
1999.03.18,1999.0,BRAZIL,,M,N,0,3,-14.235004,South,Autumn
1999.03.18,1999.0,USA,,F,Y,1,3,37.09024,North,Spring
1999.03.14,1999.0,NEW CALEDONIA,spearfishing,M,N,0,3,-20.904305,South,Autumn
1999.03.14,1999.0,NEW ZEALAND,fishing,M,N,0,3,-40.900557,South,Autumn
1999.03.08,1999.0,USA,,M,N,0,3,37.09024,North,Spring
1999.03.05,1999.0,USA,swimming,F,N,0,3,37.09024,North,Spring
1999.02.26,1999.0,USA,,,N,0,2,37.09024,North,Winter
1999.02.23,1999.0,AUSTRALIA,surfing,M,N,0,2,-25.274398,South,Summer
1999.02.03,1999.0,USA,surfing,M,N,0,2,37.09024,North,Winter
1999.01.29,1999.0,MAURITIUS,spearfishing,M,N,0,1,-20.348404,South,Summer
1999.01.07,1999.0,NEW ZEALAND,,,N,0,1,-40.900557,South,Summer
1999.01.03,1999.0,REUNION,spearfishing,,Y,1,1,-21.115141,South,Summer
1998.12.24,1998.0,USA,surfing,M,N,0,12,37.09024,North,Winter
1998.12.22,1998.0,AUSTRALIA,,F,N,0,12,-25.274398,South,Summer
1998.12.15,1998.0,AUSTRALIA,surfing,F,N,0,12,-25.274398,South,Summer
1998.11.21,1998.0,USA,swimming,M,Y,1,11,37.09024,North,Autumn
1998.11.14,1998.0,USA,surfing,M,N,0,11,37.09024,North,Autumn
1998.11.11,1998.0,USA,,M,N,0,11,37.09024,North,Autumn
1998.11.05,1998.0,USA,surfing,M,N,0,11,37.09024,North,Autumn
1998.11.02,1998.0,JAPAN,fishing,M,N,0,11,36.204824,North,Autumn
1998.11.02,1998.0,BRAZIL,surfing,M,Y,1,11,-14.235004,South,Spring
1998.10.24,1998.0,USA,swimming,F,N,0,10,37.09024,North,Autumn
1998.10.10,1998.0,USA,surfing,M,N,0,10,37.09024,North,Autumn
1998.10.04,1998.0,BRAZIL,surfing,M,N,0,10,-14.235004,South,Spring
1998.10.01,1998.0,REUNION,diving,,N,0,10,-21.115141,South,Spring
1998.10.01,1998.0,USA,,M,N,0,10,37.09024,North,Autumn
1998.09.27,1998.0,USA,surfing,M,N,0,9,37.09024,North,Autumn
1998.09.22,1998.0,USA,surfing,M,N,0,9,37.09024,North,Autumn
1998.09.14,1998.0,USA,surfing,M,N,0,9,37.09024,North,Autumn
1998.09.00,1998.0,SENEGAL,spearfishing,M,N,0,9,14.497401,North,Autumn
1998.08.30,1998.0,USA,surfing,M,N,0,8,37.09024,North,Summer
1998.08.26,1998.0,USA,boarding,M,N,0,8,37.09024,North,Summer
1998.08.23,1998.0,USA,spearfishing,M,N,0,8,37.09024,North,Summer
1998.08.15,1998.0,BAHAMAS,spearfishing,M,N,0,8,25.03428,North,Summer
1998.08.13,1998.0,USA,boarding,M,N,0,8,37.09024,North,Summer
1998.07.26,1998.0,BRAZIL,surfing,M,N,0,7,-14.235004,South,Winter
1998.07.25,1998.0,USA,surfing,M,N,0,7,37.09024,North,Summer
1998.06.28,1998.0,AUSTRALIA,diving,M,Y,1,6,-25.274398,South,Winter
1998.06.08,1998.0,USA,surfing,M,N,0,6,37.09024,North,Summer
1998.05.25,1998.0,USA,surfing,M,N,0,5,37.09024,North,Spring
1998.05.16,1998.0,USA,swimming,F,N,0,5,37.09024,North,Spring
1998.05.16,1998.0,USA,,M,N,0,5,37.09024,North,Spring
1998.04.26,1998.0,MOZAMBIQUE,,F,Y,1,4,-18.665695,South,Autumn
1998.04.21,1998.0,USA,,M,N,0,4,37.09024,North,Spring
1998.04.17,1998.0,USA,diving,M,N,0,4,37.09024,North,Spring
1998.04.01,1998.0,BRAZIL,swimming,M,Y,1,4,-14.235004,South,Autumn
1998.04.00,1998.0,NEW CALEDONIA,,,N,0,4,-20.904305,South,Autumn
1998.03.31,1998.0,USA,swimming,M,N,0,3,37.09024,North,Spring
